id,Status_C,Status_CL,Status_D
8125,0.001143,0.000000,0.998857
8126,0.999994,0.000001,0.000005
8127,0.998599,0.000004,0.001397
8128,0.999760,0.000018,0.000222
8129,0.999994,0.000001,0.000005
8130,0.999760,0.000018,0.000222
8131,0.000936,0.000000,0.999064
8132,0.999994,0.000001,0.000005
8133,0.999760,0.000018,0.000222
8134,0.999994,0.000001,0.000005
8135,0.000008,0.000000,0.999992
8136,0.000935,0.000000,0.999064
8137,0.999994,0.000001,0.000005
8138,0.000478,0.000000,0.999522
8139,0.000936,0.000000,0.999064
8140,0.999994,0.000001,0.000005
8141,0.999994,0.000001,0.000005
8142,0.999994,0.000001,0.000005
8143,0.999994,0.000001,0.000005
8144,0.000031,0.000000,0.999969
8145,0.999994,0.000001,0.000005
8146,0.999994,0.000001,0.000005
8147,0.998759,0.000040,0.001201
8148,0.998759,0.000040,0.001201
8149,0.000936,0.000000,0.999064
8150,0.999994,0.000001,0.000005
8151,0.999760,0.000018,0.000222
8152,0.999994,0.000001,0.000005
8153,0.998599,0.000004,0.001397
8154,0.000936,0.000000,0.999064
8155,0.001143,0.000000,0.998857
8156,0.999994,0.000001,0.000005
8157,0.000478,0.000000,0.999522
8158,0.999994,0.000001,0.000005
8159,0.999760,0.000018,0.000222
8160,0.999258,0.000027,0.000715
8161,0.999994,0.000001,0.000005
8162,0.999994,0.000001,0.000005
8163,0.999760,0.000018,0.000222
8164,0.999994,0.000001,0.000005
8165,0.999994,0.000001,0.000005
8166,0.999515,0.000043,0.000442
8167,0.999515,0.000043,0.000442
8168,0.999515,0.000043,0.000442
8169,0.999760,0.000018,0.000222
8170,0.999760,0.000018,0.000222
8171,0.000000,0.000000,1.000000
8172,0.999760,0.000018,0.000222
8173,0.999515,0.000043,0.000442
8174,0.999994,0.000001,0.000005
8175,0.999994,0.000001,0.000005
8176,0.999515,0.000043,0.000442
8177,0.999760,0.000018,0.000222
8178,0.000478,0.000000,0.999522
8179,0.998599,0.000004,0.001397
8180,0.999994,0.000001,0.000005
8181,0.000936,0.000000,0.999064
8182,0.999994,0.000001,0.000005
8183,0.999760,0.000018,0.000222
8184,0.000936,0.000000,0.999064
8185,0.999994,0.000001,0.000005
8186,0.000936,0.000000,0.999064
8187,0.999760,0.000018,0.000222
8188,0.999994,0.000001,0.000005
8189,0.000967,0.000000,0.999033
8190,0.998599,0.000004,0.001397
8191,0.999994,0.000001,0.000005
8192,0.999760,0.000018,0.000222
8193,0.999994,0.000001,0.000005
8194,0.999994,0.000001,0.000005
8195,0.999994,0.000001,0.000005
8196,0.999994,0.000001,0.000005
8197,0.000478,0.000000,0.999522
8198,0.000478,0.000000,0.999522
8199,0.999994,0.000001,0.000005
8200,0.999994,0.000001,0.000005
8201,0.000478,0.000000,0.999522
8202,0.998759,0.000040,0.001201
8203,0.999994,0.000001,0.000005
8204,0.999760,0.000018,0.000222
8205,0.999994,0.000001,0.000005
8206,0.000684,0.000000,0.999316
8207,0.999994,0.000001,0.000005
8208,0.000478,0.000000,0.999522
8209,0.999760,0.000018,0.000222
8210,0.999994,0.000001,0.000005
8211,0.999515,0.000043,0.000442
8212,0.999994,0.000001,0.000005
8213,0.999994,0.000001,0.000005
8214,0.000008,0.000000,0.999992
8215,0.999994,0.000001,0.000005
8216,0.999515,0.000043,0.000442
8217,0.999994,0.000001,0.000005
8218,0.000478,0.000000,0.999522
8219,0.999760,0.000018,0.000222
8220,0.999994,0.000001,0.000005
8221,0.000936,0.000000,0.999064
8222,0.999159,0.000045,0.000796
8223,0.999994,0.000001,0.000005
8224,0.999994,0.000001,0.000005
8225,0.000936,0.000000,0.999064
8226,0.000000,0.000000,1.000000
8227,0.999994,0.000001,0.000005
8228,0.999994,0.000001,0.000005
8229,0.000936,0.000000,0.999064
8230,0.999760,0.000018,0.000222
8231,0.999994,0.000001,0.000005
8232,0.001143,0.000000,0.998857
8233,0.000935,0.000000,0.999064
8234,0.999994,0.000001,0.000005
8235,0.999760,0.000018,0.000222
8236,0.999760,0.000018,0.000222
8237,0.999515,0.000043,0.000442
8238,0.000936,0.000000,0.999064
8239,0.000936,0.000000,0.999064
8240,0.999994,0.000001,0.000005
8241,0.000012,0.000000,0.999988
8242,0.999994,0.000001,0.000005
8243,0.999994,0.000001,0.000005
8244,0.999994,0.000001,0.000005
8245,0.000936,0.000000,0.999064
8246,0.000936,0.000000,0.999064
8247,0.999994,0.000001,0.000005
8248,0.999994,0.000001,0.000005
8249,0.999994,0.000001,0.000005
8250,0.999994,0.000001,0.000005
8251,0.000936,0.000000,0.999064
8252,0.998759,0.000040,0.001201
8253,0.999994,0.000001,0.000005
8254,0.000478,0.000000,0.999522
8255,0.998759,0.000040,0.001201
8256,0.998759,0.000040,0.001201
8257,0.999994,0.000001,0.000005
8258,0.000080,0.000000,0.999920
8259,0.000478,0.000000,0.999522
8260,0.999994,0.000001,0.000005
8261,0.999760,0.000018,0.000222
8262,0.999994,0.000001,0.000005
8263,0.999994,0.000001,0.000005
8264,0.999994,0.000001,0.000005
8265,0.999994,0.000001,0.000005
8266,0.000001,0.000000,0.999999
8267,0.999760,0.000018,0.000222
8268,0.999994,0.000001,0.000005
8269,0.999994,0.000001,0.000005
8270,0.999515,0.000043,0.000442
8271,0.999994,0.000001,0.000005
8272,0.999994,0.000001,0.000005
8273,0.007211,0.000001,0.992789
8274,0.999994,0.000001,0.000005
8275,0.000008,0.000000,0.999992
8276,0.999760,0.000018,0.000222
8277,0.999760,0.000018,0.000222
8278,0.999760,0.000018,0.000222
8279,0.999994,0.000001,0.000005
8280,0.000967,0.000000,0.999033
8281,0.999994,0.000001,0.000005
8282,0.999994,0.000001,0.000005
8283,0.999994,0.000001,0.000005
8284,0.999760,0.000018,0.000222
8285,0.999760,0.000018,0.000222
8286,0.999994,0.000001,0.000005
8287,0.000478,0.000000,0.999522
8288,0.999994,0.000001,0.000005
8289,0.000936,0.000000,0.999064
8290,0.000006,0.000000,0.999994
8291,0.001143,0.000000,0.998857
8292,0.999994,0.000001,0.000005
8293,0.999994,0.000001,0.000005
8294,0.999994,0.000001,0.000005
8295,0.999994,0.000001,0.000005
8296,0.999760,0.000018,0.000222
8297,0.999515,0.000043,0.000442
8298,0.999994,0.000001,0.000005
8299,0.999515,0.000043,0.000442
8300,0.999994,0.000001,0.000005
8301,0.000478,0.000000,0.999522
8302,0.000478,0.000000,0.999522
8303,0.999760,0.000018,0.000222
8304,0.000936,0.000000,0.999064
8305,0.999994,0.000001,0.000005
8306,0.999760,0.000018,0.000222
8307,0.000007,0.000000,0.999993
8308,0.000029,0.000000,0.999971
8309,0.000935,0.000000,0.999064
8310,0.999760,0.000018,0.000222
8311,0.998759,0.000040,0.001201
8312,0.999760,0.000018,0.000222
8313,0.999760,0.000018,0.000222
8314,0.999994,0.000001,0.000005
8315,0.997987,0.000024,0.001989
8316,0.999515,0.000043,0.000442
8317,0.999994,0.000001,0.000005
8318,0.999994,0.000001,0.000005
8319,0.000000,0.000000,1.000000
8320,0.999994,0.000001,0.000005
8321,0.999760,0.000018,0.000222
8322,0.000936,0.000000,0.999064
8323,0.000000,0.000000,1.000000
8324,0.999760,0.000018,0.000222
8325,0.999994,0.000001,0.000005
8326,0.999994,0.000001,0.000005
8327,0.999994,0.000001,0.000005
8328,0.000007,0.000000,0.999993
8329,0.999994,0.000001,0.000005
8330,0.999515,0.000043,0.000442
8331,0.999994,0.000001,0.000005
8332,0.999760,0.000018,0.000222
8333,0.998759,0.000040,0.001201
8334,0.000936,0.000000,0.999064
8335,0.999994,0.000001,0.000005
8336,0.000478,0.000000,0.999522
8337,0.000936,0.000000,0.999064
8338,0.999994,0.000001,0.000005
8339,0.999515,0.000043,0.000442
8340,0.999994,0.000001,0.000005
8341,0.999994,0.000001,0.000005
8342,0.999994,0.000001,0.000005
8343,0.999994,0.000001,0.000005
8344,0.000936,0.000000,0.999064
8345,0.999994,0.000001,0.000005
8346,0.000078,0.000000,0.999922
8347,0.000008,0.000000,0.999992
8348,0.000006,0.000000,0.999994
8349,0.999994,0.000001,0.000005
8350,0.999994,0.000001,0.000005
8351,0.999994,0.000001,0.000005
8352,0.999994,0.000001,0.000005
8353,0.000001,0.000000,0.999999
8354,0.000478,0.000000,0.999522
8355,0.999994,0.000001,0.000005
8356,0.999994,0.000001,0.000005
8357,0.000170,0.000000,0.999830
8358,0.000478,0.000000,0.999522
8359,0.999994,0.000001,0.000005
8360,0.998759,0.000040,0.001201
8361,0.999515,0.000043,0.000442
8362,0.999515,0.000043,0.000442
8363,0.999760,0.000018,0.000222
8364,0.999994,0.000001,0.000005
8365,0.999994,0.000001,0.000005
8366,0.000936,0.000000,0.999064
8367,0.999994,0.000001,0.000005
8368,0.998759,0.000040,0.001201
8369,0.999760,0.000018,0.000222
8370,0.999994,0.000001,0.000005
8371,0.999994,0.000001,0.000005
8372,0.000000,0.000000,1.000000
8373,0.000478,0.000000,0.999522
8374,0.999994,0.000001,0.000005
8375,0.999994,0.000001,0.000005
8376,0.000478,0.000000,0.999522
8377,0.999994,0.000001,0.000005
8378,0.999159,0.000045,0.000796
8379,0.999994,0.000001,0.000005
8380,0.999994,0.000001,0.000005
8381,0.999994,0.000001,0.000005
8382,0.999994,0.000001,0.000005
8383,0.998599,0.000004,0.001397
8384,0.999994,0.000001,0.000005
8385,0.000967,0.000000,0.999033
8386,0.999994,0.000001,0.000005
8387,0.999994,0.000001,0.000005
8388,0.999515,0.000043,0.000442
8389,0.999760,0.000018,0.000222
8390,0.000936,0.000000,0.999064
8391,0.000478,0.000000,0.999522
8392,0.999760,0.000018,0.000222
8393,0.999994,0.000001,0.000005
8394,0.999994,0.000001,0.000005
8395,0.999760,0.000018,0.000222
8396,0.999994,0.000001,0.000005
8397,0.999258,0.000027,0.000715
8398,0.999994,0.000001,0.000005
8399,0.999994,0.000001,0.000005
8400,0.000000,0.000000,1.000000
8401,0.999515,0.000043,0.000442
8402,0.999760,0.000018,0.000222
8403,0.000478,0.000000,0.999522
8404,0.999994,0.000001,0.000005
8405,0.000001,0.000000,0.999999
8406,0.999515,0.000043,0.000442
8407,0.999994,0.000001,0.000005
8408,0.999760,0.000018,0.000222
8409,0.000967,0.000000,0.999033
8410,0.999515,0.000043,0.000442
8411,0.999994,0.000001,0.000005
8412,0.000000,0.000000,1.000000
8413,0.000001,0.000000,0.999999
8414,0.999994,0.000001,0.000005
8415,0.999994,0.000001,0.000005
8416,0.999994,0.000001,0.000005
8417,0.999760,0.000018,0.000222
8418,0.999994,0.000001,0.000005
8419,0.999760,0.000018,0.000222
8420,0.999515,0.000043,0.000442
8421,0.000478,0.000000,0.999522
8422,0.999994,0.000001,0.000005
8423,0.999760,0.000018,0.000222
8424,0.999994,0.000001,0.000005
8425,0.999515,0.000043,0.000442
8426,0.999760,0.000018,0.000222
8427,0.999994,0.000001,0.000005
8428,0.999994,0.000001,0.000005
8429,0.999994,0.000001,0.000005
8430,0.999760,0.000018,0.000222
8431,0.000008,0.000000,0.999992
8432,0.999994,0.000001,0.000005
8433,0.999760,0.000018,0.000222
8434,0.000006,0.000000,0.999994
8435,0.999994,0.000001,0.000005
8436,0.999760,0.000018,0.000222
8437,0.999760,0.000018,0.000222
8438,0.999994,0.000001,0.000005
8439,0.999994,0.000001,0.000005
8440,0.999760,0.000018,0.000222
8441,0.000478,0.000000,0.999522
8442,0.999994,0.000001,0.000005
8443,0.999994,0.000001,0.000005
8444,0.999994,0.000001,0.000005
8445,0.999994,0.000001,0.000005
8446,0.000478,0.000000,0.999522
8447,0.999515,0.000043,0.000442
8448,0.001143,0.000000,0.998857
8449,0.000936,0.000000,0.999064
8450,0.000478,0.000000,0.999522
8451,0.000936,0.000000,0.999064
8452,0.999994,0.000001,0.000005
8453,0.999760,0.000018,0.000222
8454,0.998759,0.000040,0.001201
8455,0.999994,0.000001,0.000005
8456,0.999515,0.000043,0.000442
8457,0.999760,0.000018,0.000222
8458,0.999994,0.000001,0.000005
8459,0.999994,0.000001,0.000005
8460,0.999994,0.000001,0.000005
8461,0.000029,0.000000,0.999971
8462,0.999994,0.000001,0.000005
8463,0.999760,0.000018,0.000222
8464,0.999994,0.000001,0.000005
8465,0.000478,0.000000,0.999522
8466,0.999515,0.000043,0.000442
8467,0.999994,0.000001,0.000005
8468,0.000478,0.000000,0.999522
8469,0.000936,0.000000,0.999064
8470,0.007211,0.000001,0.992789
8471,0.999994,0.000001,0.000005
8472,0.999994,0.000001,0.000005
8473,0.999994,0.000001,0.000005
8474,0.999994,0.000001,0.000005
8475,0.999760,0.000018,0.000222
8476,0.999994,0.000001,0.000005
8477,0.999994,0.000001,0.000005
8478,0.999994,0.000001,0.000005
8479,0.999994,0.000001,0.000005
8480,0.999994,0.000001,0.000005
8481,0.999994,0.000001,0.000005
8482,0.999760,0.000018,0.000222
8483,0.000967,0.000000,0.999033
8484,0.999515,0.000043,0.000442
8485,0.999994,0.000001,0.000005
8486,0.999515,0.000043,0.000442
8487,0.998759,0.000040,0.001201
8488,0.999515,0.000043,0.000442
8489,0.997987,0.000024,0.001989
8490,0.000936,0.000000,0.999064
8491,0.997987,0.000024,0.001989
8492,0.999994,0.000001,0.000005
8493,0.999994,0.000001,0.000005
8494,0.999994,0.000001,0.000005
8495,0.000967,0.000000,0.999033
8496,0.999994,0.000001,0.000005
8497,0.999994,0.000001,0.000005
8498,0.001143,0.000000,0.998857
8499,0.999760,0.000018,0.000222
8500,0.999760,0.000018,0.000222
8501,0.999515,0.000043,0.000442
8502,0.000936,0.000000,0.999064
8503,0.000936,0.000000,0.999064
8504,0.999515,0.000043,0.000442
8505,0.999994,0.000001,0.000005
8506,0.999994,0.000001,0.000005
8507,0.000684,0.000000,0.999316
8508,0.999994,0.000001,0.000005
8509,0.999994,0.000001,0.000005
8510,0.000936,0.000000,0.999064
8511,0.999994,0.000001,0.000005
8512,0.999515,0.000043,0.000442
8513,0.999994,0.000001,0.000005
8514,0.000874,0.000000,0.999126
8515,0.000936,0.000000,0.999064
8516,0.998599,0.000004,0.001397
8517,0.999760,0.000018,0.000222
8518,0.998759,0.000040,0.001201
8519,0.000684,0.000000,0.999316
8520,0.999994,0.000001,0.000005
8521,0.999994,0.000001,0.000005
8522,0.999515,0.000043,0.000442
8523,0.000006,0.000000,0.999994
8524,0.999994,0.000001,0.000005
8525,0.000936,0.000000,0.999064
8526,0.999994,0.000001,0.000005
8527,0.999515,0.000043,0.000442
8528,0.000008,0.000000,0.999992
8529,0.999994,0.000001,0.000005
8530,0.999994,0.000001,0.000005
8531,0.999994,0.000001,0.000005
8532,0.999994,0.000001,0.000005
8533,0.999994,0.000001,0.000005
8534,0.999994,0.000001,0.000005
8535,0.999760,0.000018,0.000222
8536,0.999515,0.000043,0.000442
8537,0.003535,0.000000,0.996465
8538,0.000478,0.000000,0.999522
8539,0.999159,0.000045,0.000796
8540,0.999994,0.000001,0.000005
8541,0.998599,0.000004,0.001397
8542,0.999994,0.000001,0.000005
8543,0.999994,0.000001,0.000005
8544,0.000006,0.000000,0.999994
8545,0.000000,0.000000,1.000000
8546,0.999994,0.000001,0.000005
8547,0.000709,0.000000,0.999291
8548,0.999994,0.000001,0.000005
8549,0.000007,0.000000,0.999993
8550,0.999994,0.000001,0.000005
8551,0.001143,0.000000,0.998857
8552,0.000478,0.000000,0.999522
8553,0.000000,0.000000,1.000000
8554,0.999760,0.000018,0.000222
8555,0.999760,0.000018,0.000222
8556,0.000478,0.000000,0.999522
8557,0.999994,0.000001,0.000005
8558,0.000170,0.000000,0.999830
8559,0.000936,0.000000,0.999064
8560,0.999994,0.000001,0.000005
8561,0.999760,0.000018,0.000222
8562,0.999760,0.000018,0.000222
8563,0.999515,0.000043,0.000442
8564,0.999159,0.000045,0.000796
8565,0.000967,0.000000,0.999033
8566,0.998599,0.000004,0.001397
8567,0.999994,0.000001,0.000005
8568,0.000936,0.000000,0.999064
8569,0.999760,0.000018,0.000222
8570,0.999760,0.000018,0.000222
8571,0.000478,0.000000,0.999522
8572,0.000967,0.000000,0.999033
8573,0.000478,0.000000,0.999522
8574,0.999760,0.000018,0.000222
8575,0.000478,0.000000,0.999522
8576,0.000001,0.000000,0.999999
8577,0.999994,0.000001,0.000005
8578,0.999994,0.000001,0.000005
8579,0.999994,0.000001,0.000005
8580,0.999760,0.000018,0.000222
8581,0.000006,0.000000,0.999994
8582,0.999760,0.000018,0.000222
8583,0.999994,0.000001,0.000005
8584,0.000006,0.000000,0.999994
8585,0.999994,0.000001,0.000005
8586,0.999760,0.000018,0.000222
8587,0.999994,0.000001,0.000005
8588,0.007211,0.000001,0.992789
8589,0.999994,0.000001,0.000005
8590,0.999760,0.000018,0.000222
8591,0.000936,0.000000,0.999064
8592,0.000000,0.000000,1.000000
8593,0.000006,0.000000,0.999994
8594,0.999515,0.000043,0.000442
8595,0.999760,0.000018,0.000222
8596,0.999994,0.000001,0.000005
8597,0.999760,0.000018,0.000222
8598,0.998599,0.000004,0.001397
8599,0.999994,0.000001,0.000005
8600,0.999994,0.000001,0.000005
8601,0.999994,0.000001,0.000005
8602,0.999760,0.000018,0.000222
8603,0.000078,0.000000,0.999922
8604,0.999159,0.000045,0.000796
8605,0.000478,0.000000,0.999522
8606,0.999515,0.000043,0.000442
8607,0.000936,0.000000,0.999064
8608,0.999760,0.000018,0.000222
8609,0.999515,0.000043,0.000442
8610,0.999994,0.000001,0.000005
8611,0.000936,0.000000,0.999064
8612,0.999760,0.000018,0.000222
8613,0.997987,0.000024,0.001989
8614,0.999760,0.000018,0.000222
8615,0.999760,0.000018,0.000222
8616,0.999994,0.000001,0.000005
8617,0.999159,0.000045,0.000796
8618,0.999994,0.000001,0.000005
8619,0.998759,0.000040,0.001201
8620,0.999994,0.000001,0.000005
8621,0.999760,0.000018,0.000222
8622,0.000000,0.000000,1.000000
8623,0.999760,0.000018,0.000222
8624,0.000936,0.000000,0.999064
8625,0.999515,0.000043,0.000442
8626,0.999994,0.000001,0.000005
8627,0.999760,0.000018,0.000222
8628,0.999159,0.000045,0.000796
8629,0.999994,0.000001,0.000005
8630,0.999994,0.000001,0.000005
8631,0.999994,0.000001,0.000005
8632,0.000000,0.000000,1.000000
8633,0.000936,0.000000,0.999064
8634,0.999515,0.000043,0.000442
8635,0.999760,0.000018,0.000222
8636,0.999760,0.000018,0.000222
8637,0.000936,0.000000,0.999064
8638,0.999994,0.000001,0.000005
8639,0.999760,0.000018,0.000222
8640,0.000478,0.000000,0.999522
8641,0.999994,0.000001,0.000005
8642,0.000936,0.000000,0.999064
8643,0.999515,0.000043,0.000442
8644,0.000000,0.000000,1.000000
8645,0.999994,0.000001,0.000005
8646,0.000936,0.000000,0.999064
8647,0.000936,0.000000,0.999064
8648,0.999994,0.000001,0.000005
8649,0.999994,0.000001,0.000005
8650,0.999994,0.000001,0.000005
8651,0.999515,0.000043,0.000442
8652,0.999515,0.000043,0.000442
8653,0.999994,0.000001,0.000005
8654,0.999994,0.000001,0.000005
8655,0.999760,0.000018,0.000222
8656,0.999994,0.000001,0.000005
8657,0.999760,0.000018,0.000222
8658,0.000936,0.000000,0.999064
8659,0.999515,0.000043,0.000442
8660,0.000000,0.000000,1.000000
8661,0.999994,0.000001,0.000005
8662,0.000478,0.000000,0.999522
8663,0.999994,0.000001,0.000005
8664,0.000936,0.000000,0.999064
8665,0.999994,0.000001,0.000005
8666,0.999994,0.000001,0.000005
8667,0.999994,0.000001,0.000005
8668,0.000936,0.000000,0.999064
8669,0.000007,0.000000,0.999993
8670,0.999994,0.000001,0.000005
8671,0.999994,0.000001,0.000005
8672,0.999994,0.000001,0.000005
8673,0.999994,0.000001,0.000005
8674,0.000000,0.000000,1.000000
8675,0.999994,0.000001,0.000005
8676,0.999760,0.000018,0.000222
8677,0.000936,0.000000,0.999064
8678,0.999760,0.000018,0.000222
8679,0.000000,0.000000,1.000000
