id,Status_C,Status_CL,Status_D
8300,1.0,0.0,0.0
8301,0.000255,3e-05,0.999715
8302,0.000255,3e-05,0.999715
8303,0.999994,2e-06,4e-06
8304,0.000343,3.4e-05,0.999622
8305,1.0,0.0,0.0
8306,0.999994,2e-06,4e-06
8307,1e-06,0.0,0.999999
8308,2e-06,0.0,0.999998
8309,0.000316,2.1e-05,0.999664
8310,0.999994,2e-06,4e-06
8311,0.999922,1.4e-05,6.4e-05
8312,0.999994,2e-06,4e-06
8313,0.999994,2e-06,4e-06
8314,1.0,0.0,0.0
8315,0.999995,1e-06,4e-06
8316,0.999971,9e-06,2e-05
8317,1.0,0.0,0.0
8318,1.0,0.0,0.0
8319,0.0,0.0,1.0
8320,1.0,0.0,0.0
8321,0.999994,2e-06,4e-06
8322,0.000343,3.4e-05,0.999622
8323,0.0,0.0,1.0
8324,0.999994,2e-06,4e-06
8325,1.0,0.0,0.0
8326,1.0,0.0,0.0
8327,1.0,0.0,0.0
8328,1e-06,0.0,0.999999
8329,1.0,0.0,0.0
8330,0.999971,9e-06,2e-05
8331,1.0,0.0,0.0
8332,0.999994,2e-06,4e-06
8333,0.999922,1.4e-05,6.4e-05
8334,0.000343,3.4e-05,0.999622
8335,1.0,0.0,0.0
8336,0.000255,3e-05,0.999715
8337,0.000343,3.4e-05,0.999622
8338,1.0,0.0,0.0
8339,0.999971,9e-06,2e-05
8340,1.0,0.0,0.0
8341,1.0,0.0,0.0
8342,1.0,0.0,0.0
8343,1.0,0.0,0.0
8344,0.000343,3.4e-05,0.999622
8345,1.0,0.0,0.0
8346,0.0,0.0,1.0
8347,1e-06,0.0,0.999999
8348,0.0,0.0,0.999999
8349,1.0,0.0,0.0
8350,1.0,0.0,0.0
8351,1.0,0.0,0.0
8352,1.0,0.0,0.0
8353,0.0,0.0,1.0
8354,0.000255,3e-05,0.999715
8355,1.0,0.0,0.0
8356,1.0,0.0,0.0
8357,3.5e-05,1.8e-05,0.999947
8358,0.000255,3e-05,0.999715
8359,1.0,0.0,0.0
8360,0.999922,1.4e-05,6.4e-05
8361,0.999971,9e-06,2e-05
8362,0.999971,9e-06,2e-05
8363,0.999994,2e-06,4e-06
8364,1.0,0.0,0.0
8365,1.0,0.0,0.0
8366,0.000343,3.4e-05,0.999622
8367,1.0,0.0,0.0
8368,0.999922,1.4e-05,6.4e-05
8369,0.999994,2e-06,4e-06
8370,1.0,0.0,0.0
8371,1.0,0.0,0.0
8372,0.0,0.0,1.0
8373,0.000255,3e-05,0.999715
8374,1.0,0.0,0.0
8375,1.0,0.0,0.0
8376,0.000255,3e-05,0.999715
8377,1.0,0.0,0.0
8378,0.999977,5e-06,1.8e-05
8379,1.0,0.0,0.0
8380,1.0,0.0,0.0
8381,1.0,0.0,0.0
8382,1.0,0.0,0.0
8383,0.999985,1e-06,1.4e-05
8384,1.0,0.0,0.0
8385,0.000535,0.000105,0.99936
8386,1.0,0.0,0.0
8387,1.0,0.0,0.0
8388,0.999971,9e-06,2e-05
8389,0.999994,2e-06,4e-06
8390,0.000343,3.4e-05,0.999622
8391,0.000255,3e-05,0.999715
8392,0.999994,2e-06,4e-06
8393,1.0,0.0,0.0
8394,1.0,0.0,0.0
8395,0.999994,2e-06,4e-06
8396,1.0,0.0,0.0
8397,0.999961,5e-06,3.5e-05
8398,1.0,0.0,0.0
8399,1.0,0.0,0.0
8400,0.0,0.0,1.0
8401,0.999971,9e-06,2e-05
8402,0.999994,2e-06,4e-06
8403,0.000255,3e-05,0.999715
8404,1.0,0.0,0.0
8405,0.0,0.0,1.0
8406,0.999971,9e-06,2e-05
8407,1.0,0.0,0.0
8408,0.999994,2e-06,4e-06
8409,0.000535,0.000105,0.99936
8410,0.999971,9e-06,2e-05
8411,1.0,0.0,0.0
8412,0.0,0.0,1.0
8413,0.0,0.0,1.0
8414,1.0,0.0,0.0
8415,1.0,0.0,0.0
8416,1.0,0.0,0.0
8417,0.999994,2e-06,4e-06
8418,1.0,0.0,0.0
8419,0.999994,2e-06,4e-06
8420,0.999971,9e-06,2e-05
8421,0.000255,3e-05,0.999715
8422,1.0,0.0,0.0
8423,0.999994,2e-06,4e-06
8424,1.0,0.0,0.0
8425,0.999971,9e-06,2e-05
8426,0.999994,2e-06,4e-06
8427,1.0,0.0,0.0
8428,1.0,0.0,0.0
8429,1.0,0.0,0.0
8430,0.999994,2e-06,4e-06
8431,1e-06,0.0,0.999999
8432,1.0,0.0,0.0
8433,0.999994,2e-06,4e-06
8434,0.0,0.0,0.999999
8435,1.0,0.0,0.0
8436,0.999994,2e-06,4e-06
8437,0.999994,2e-06,4e-06
8438,1.0,0.0,0.0
8439,1.0,0.0,0.0
8440,0.999994,2e-06,4e-06
8441,0.000255,3e-05,0.999715
8442,1.0,0.0,0.0
8443,1.0,0.0,0.0
8444,1.0,0.0,0.0
8445,1.0,0.0,0.0
8446,0.000255,3e-05,0.999715
8447,0.999971,9e-06,2e-05
8448,0.000197,1.3e-05,0.999791
8449,0.000343,3.4e-05,0.999622
8450,0.000255,3e-05,0.999715
8451,0.000343,3.4e-05,0.999622
8452,1.0,0.0,0.0
8453,0.999994,2e-06,4e-06
8454,0.999922,1.4e-05,6.4e-05
8455,1.0,0.0,0.0
8456,0.999971,9e-06,2e-05
8457,0.999994,2e-06,4e-06
8458,1.0,0.0,0.0
8459,1.0,0.0,0.0
8460,1.0,0.0,0.0
8461,2e-06,0.0,0.999998
8462,1.0,0.0,0.0
8463,0.999994,2e-06,4e-06
8464,1.0,0.0,0.0
8465,0.000255,3e-05,0.999715
8466,0.999971,9e-06,2e-05
8467,1.0,0.0,0.0
8468,0.000255,3e-05,0.999715
8469,0.000343,3.4e-05,0.999622
8470,0.001033,2e-05,0.998947
8471,1.0,0.0,0.0
8472,1.0,0.0,0.0
8473,1.0,0.0,0.0
8474,1.0,0.0,0.0
8475,0.999994,2e-06,4e-06
8476,1.0,0.0,0.0
8477,1.0,0.0,0.0
8478,1.0,0.0,0.0
8479,1.0,0.0,0.0
8480,1.0,0.0,0.0
8481,1.0,0.0,0.0
8482,0.999994,2e-06,4e-06
8483,0.000535,0.000105,0.99936
8484,0.999971,9e-06,2e-05
8485,1.0,0.0,0.0
8486,0.999971,9e-06,2e-05
8487,0.999922,1.4e-05,6.4e-05
8488,0.999971,9e-06,2e-05
8489,0.999995,1e-06,4e-06
8490,0.000343,3.4e-05,0.999622
8491,0.999995,1e-06,4e-06
8492,1.0,0.0,0.0
8493,1.0,0.0,0.0
8494,1.0,0.0,0.0
8495,0.000535,0.000105,0.99936
8496,1.0,0.0,0.0
8497,1.0,0.0,0.0
8498,0.000197,1.3e-05,0.999791
8499,0.999994,2e-06,4e-06
8500,0.999994,2e-06,4e-06
8501,0.999971,9e-06,2e-05
8502,0.000343,3.4e-05,0.999622
8503,0.000343,3.4e-05,0.999622
8504,0.999971,9e-06,2e-05
8505,1.0,0.0,0.0
8506,1.0,0.0,0.0
8507,0.000278,8.1e-05,0.99964
8508,1.0,0.0,0.0
8509,1.0,0.0,0.0
8510,0.000343,3.4e-05,0.999622
8511,1.0,0.0,0.0
8512,0.999971,9e-06,2e-05
8513,1.0,0.0,0.0
8514,0.000257,2.3e-05,0.99972
8515,0.000343,3.4e-05,0.999622
8516,0.999985,1e-06,1.4e-05
8517,0.999994,2e-06,4e-06
8518,0.999922,1.4e-05,6.4e-05
8519,0.000278,8.1e-05,0.99964
8520,1.0,0.0,0.0
8521,1.0,0.0,0.0
8522,0.999971,9e-06,2e-05
8523,0.0,0.0,0.999999
8524,1.0,0.0,0.0
8525,0.000343,3.4e-05,0.999622
8526,1.0,0.0,0.0
8527,0.999971,9e-06,2e-05
8528,1e-06,0.0,0.999999
8529,1.0,0.0,0.0
8530,1.0,0.0,0.0
8531,1.0,0.0,0.0
8532,1.0,0.0,0.0
8533,1.0,0.0,0.0
8534,1.0,0.0,0.0
8535,0.999994,2e-06,4e-06
8536,0.999971,9e-06,2e-05
8537,0.000935,0.000123,0.998942
8538,0.000255,3e-05,0.999715
8539,0.999977,5e-06,1.8e-05
8540,1.0,0.0,0.0
8541,0.999985,1e-06,1.4e-05
8542,1.0,0.0,0.0
8543,1.0,0.0,0.0
8544,0.0,0.0,0.999999
8545,0.0,0.0,1.0
8546,1.0,0.0,0.0
8547,0.002269,2.6e-05,0.997704
8548,1.0,0.0,0.0
8549,1e-06,0.0,0.999999
8550,1.0,0.0,0.0
8551,0.000197,1.3e-05,0.999791
8552,0.000255,3e-05,0.999715
8553,0.0,0.0,1.0
8554,0.999994,2e-06,4e-06
8555,0.999994,2e-06,4e-06
8556,0.000255,3e-05,0.999715
8557,1.0,0.0,0.0
8558,3.5e-05,1.8e-05,0.999947
8559,0.000343,3.4e-05,0.999622
8560,1.0,0.0,0.0
8561,0.999994,2e-06,4e-06
8562,0.999994,2e-06,4e-06
8563,0.999971,9e-06,2e-05
8564,0.999977,5e-06,1.8e-05
8565,0.000535,0.000105,0.99936
8566,0.999985,1e-06,1.4e-05
8567,1.0,0.0,0.0
8568,0.000343,3.4e-05,0.999622
8569,0.999994,2e-06,4e-06
8570,0.999994,2e-06,4e-06
8571,0.000255,3e-05,0.999715
8572,0.000535,0.000105,0.99936
8573,0.000255,3e-05,0.999715
8574,0.999994,2e-06,4e-06
8575,0.000255,3e-05,0.999715
8576,0.0,0.0,1.0
8577,1.0,0.0,0.0
8578,1.0,0.0,0.0
8579,1.0,0.0,0.0
8580,0.999994,2e-06,4e-06
8581,0.0,0.0,0.999999
8582,0.999994,2e-06,4e-06
8583,1.0,0.0,0.0
8584,0.0,0.0,0.999999
8585,1.0,0.0,0.0
8586,0.999994,2e-06,4e-06
8587,1.0,0.0,0.0
8588,0.001033,2e-05,0.998947
8589,1.0,0.0,0.0
8590,0.999994,2e-06,4e-06
8591,0.000343,3.4e-05,0.999622
8592,0.0,0.0,1.0
8593,0.0,0.0,0.999999
8594,0.999971,9e-06,2e-05
8595,0.999994,2e-06,4e-06
8596,1.0,0.0,0.0
8597,0.999994,2e-06,4e-06
8598,0.999985,1e-06,1.4e-05
8599,1.0,0.0,0.0
8600,1.0,0.0,0.0
8601,1.0,0.0,0.0
8602,0.999994,2e-06,4e-06
8603,0.0,0.0,1.0
8604,0.999977,5e-06,1.8e-05
8605,0.000255,3e-05,0.999715
8606,0.999971,9e-06,2e-05
8607,0.000343,3.4e-05,0.999622
8608,0.999994,2e-06,4e-06
8609,0.999971,9e-06,2e-05
8610,1.0,0.0,0.0
8611,0.000343,3.4e-05,0.999622
8612,0.999994,2e-06,4e-06
8613,0.999995,1e-06,4e-06
8614,0.999994,2e-06,4e-06
8615,0.999994,2e-06,4e-06
8616,1.0,0.0,0.0
8617,0.999977,5e-06,1.8e-05
8618,1.0,0.0,0.0
8619,0.999922,1.4e-05,6.4e-05
8620,1.0,0.0,0.0
8621,0.999994,2e-06,4e-06
8622,0.0,0.0,1.0
8623,0.999994,2e-06,4e-06
8624,0.000343,3.4e-05,0.999622
8625,0.999971,9e-06,2e-05
8626,1.0,0.0,0.0
8627,0.999994,2e-06,4e-06
8628,0.999977,5e-06,1.8e-05
8629,1.0,0.0,0.0
8630,1.0,0.0,0.0
8631,1.0,0.0,0.0
8632,0.0,0.0,1.0
8633,0.000343,3.4e-05,0.999622
8634,0.999971,9e-06,2e-05
8635,0.999994,2e-06,4e-06
8636,0.999994,2e-06,4e-06
8637,0.000343,3.4e-05,0.999622
8638,1.0,0.0,0.0
8639,0.999994,2e-06,4e-06
8640,0.000255,3e-05,0.999715
8641,1.0,0.0,0.0
8642,0.000343,3.4e-05,0.999622
8643,0.999971,9e-06,2e-05
8644,0.0,0.0,1.0
8645,1.0,0.0,0.0
8646,0.000343,3.4e-05,0.999622
8647,0.000343,3.4e-05,0.999622
8648,1.0,0.0,0.0
8649,1.0,0.0,0.0
8650,1.0,0.0,0.0
8651,0.999971,9e-06,2e-05
8652,0.999971,9e-06,2e-05
8653,1.0,0.0,0.0
8654,1.0,0.0,0.0
8655,0.999994,2e-06,4e-06
8656,1.0,0.0,0.0
8657,0.999994,2e-06,4e-06
8658,0.000343,3.4e-05,0.999622
8659,0.999971,9e-06,2e-05
8660,0.0,0.0,1.0
8661,1.0,0.0,0.0
8662,0.000255,3e-05,0.999715
8663,1.0,0.0,0.0
8664,0.000343,3.4e-05,0.999622
8665,1.0,0.0,0.0
8666,1.0,0.0,0.0
8667,1.0,0.0,0.0
8668,0.000343,3.4e-05,0.999622
8669,1e-06,0.0,0.999999
8670,1.0,0.0,0.0
8671,1.0,0.0,0.0
8672,1.0,0.0,0.0
8673,1.0,0.0,0.0
8674,0.0,0.0,1.0
8675,1.0,0.0,0.0
8676,0.999994,2e-06,4e-06
8677,0.000343,3.4e-05,0.999622
8678,0.999994,2e-06,4e-06
8679,0.0,0.0,1.0
8680,0.0,0.0,1.0
8681,0.0,0.0,1.0
8682,1.0,0.0,0.0
8683,0.000316,2.1e-05,0.999664
8684,1.0,0.0,0.0
8685,0.000535,0.000105,0.99936
8686,1.0,0.0,0.0
8687,0.999994,2e-06,4e-06
8688,1.0,0.0,0.0
8689,0.000255,3e-05,0.999715
8690,1.0,0.0,0.0
8691,0.999985,1e-06,1.4e-05
8692,1.0,0.0,0.0
8693,0.999994,2e-06,4e-06
8694,1.0,0.0,0.0
8695,1.0,0.0,0.0
8696,0.999994,2e-06,4e-06
8697,0.999971,9e-06,2e-05
8698,0.999994,2e-06,4e-06
8699,0.999971,9e-06,2e-05
8700,0.999994,2e-06,4e-06
8701,0.999922,1.4e-05,6.4e-05
8702,1.0,0.0,0.0
8703,1.0,0.0,0.0
8704,0.999977,5e-06,1.8e-05
8705,1.0,0.0,0.0
8706,1.0,0.0,0.0
8707,1.0,0.0,0.0
8708,1.0,0.0,0.0
8709,0.999994,2e-06,4e-06
8710,1e-06,0.0,0.999999
8711,0.999995,1e-06,4e-06
8712,0.000255,3e-05,0.999715
8713,1.0,0.0,0.0
8714,0.000343,3.4e-05,0.999622
8715,1.0,0.0,0.0
8716,1.0,0.0,0.0
8717,0.999994,2e-06,4e-06
8718,1.0,0.0,0.0
8719,0.999994,2e-06,4e-06
8720,1.0,0.0,0.0
8721,0.999994,2e-06,4e-06
8722,0.999922,1.4e-05,6.4e-05
8723,1e-06,0.0,0.999999
8724,0.000255,3e-05,0.999715
